review,sentiment
 Could do with a jacuzzi in the spa to really make it perfect ,POSITIVE
 Building works in adjacent room made a lot of disruptive noise,NEGATIVE
 the room is spacious,POSITIVE
 The staff,POSITIVE
 Bed was a little narrow,NEGATIVE
 We were given the wring room twice and then the wrong key cards ,NEGATIVE
 Air conditioning in the room was fantastic Comfy bed and good pillows Breakfast was splendid ,POSITIVE
 Looked really impressive and great value for money ,POSITIVE
 Cleanliness of rooms very poor Staff and cleaners not speaking good English Hotel is very tired and needs a refurb,NEGATIVE
 In a club room but had to askf for a robe No room in breakfast club room so had to have breakfast in the main room Wasn t worth the extra money for a club room,NEGATIVE
 overall hotel,POSITIVE
 Location,POSITIVE
 It was a bit noisy due to a conference which taking place near my room,NEGATIVE
 Lovely big room Staff were polite and friendly ,POSITIVE
 Location and value of money ,POSITIVE
 Location,POSITIVE
 Location,POSITIVE
 Unable to check in directly with Hilton Management of earlier booking Had to book through booking com,NEGATIVE
 Decor in hotel was a bit dated lifts were shaking lots and appeared old water pressure in shower was very bad,NEGATIVE
 Awful noise from subway and fridge noise was loud all night Worst night we ve had in any hotel we ve stayed in Would not recommend to anyone ,NEGATIVE
 One of the fabulous hotels ever See U Soon ,POSITIVE
 Toilet flush of our room was malfunctioning ,NEGATIVE
 We were in a studio adjacent to the atrium Whenever the elevators go up or down there s a loud clanging noise The bedroom is near the door right at the atrium It s not a continuous sound so earplugs were necessary On the second day when checking out I asked if one of the hotel staff would spend the night in our room 702 I believe so they could hear for themselves We got complimentary drinks because of our complaint but the first time we complained no action was taken With the extra topper mattress the bed was reasonably comfortable Beware of the metal leg of the sofabed when folded out ,NEGATIVE
 Reception staff absolutely atrocious customer service from start to finish Couldn t care less about helping us a large group in any way shape or form Possibly the worst customer service I ve received in any hotel ,NEGATIVE
 Rooms are not big but it s OK for London Bed is way too small for too After 3 days I end up for back pains due to bad position in bad as we were two sleeping in the bed Metro be careful that you need to take a yellow line to South Kensington There are roughly one metro every 10 ,NEGATIVE
 Waited over 20 minutes to check in not because there were lots of people checking in at the time but because there appeared to be only one member of staff on reception ,NEGATIVE
 We were caught up in the BA IT problem and had to book a room at the last minute The Hotel is conveniently located 10 minutes walk from the Airport Express station at Paddington The staff at reception were very helpful in getting emergency toiletries to our room We had a meal in the restaurant which was OK ,POSITIVE
 Ac bed,NEGATIVE
 Little over price Even for London Restaurant with few options ,NEGATIVE
 This was a treat for my birthday which I mentioned when booking And the guys upgraded us to a suite We had balloons in the room cupcakes I was blown away You always think maybe I ll ask was surprised and overwhelmed that they did something Thank you ,POSITIVE
 It s ideal if you re going to do touristy things such as site seeing and head out in London for the first time Walking distance to great restaurants and night life Price was lowest for the location ,POSITIVE
 Handy for turn Traditional decor ,POSITIVE
 Very comfy bed and pillows Not too noisy outside Lovely breakfast venue and breakfast Staff were just really friendly and attentive ,POSITIVE
 Very clean very quiet very convenient Loved the little brasserie where you could grab a coffee or cold drink to go Perfect for us ,POSITIVE
 Breakfast was excellent Rooms are clean Location is excellent,POSITIVE
 problem when checking in we were asked to relocate to another hotel of a lower standard even though the room had been paid for in advance ,NEGATIVE
 Lovely location,POSITIVE
 I like the room and bath area its sooo nice and cozy bed was very comfort value of money is excellent,POSITIVE
 Need draught beer Bottle very expensive,NEGATIVE
 Very clean room facilities excellent got a quiet night sleep staff all friendly and breakfast food excellent,POSITIVE
 Bed was nice clean hotel,POSITIVE
 Nothing,NEGATIVE
 Due to the layout of the hotel some rooms are a long walk from elevator or in very small hallways Adjacent room noise can be an issue ,NEGATIVE
 The bed extra comfy sauna steam room,POSITIVE
 Everything was terrific Will most definitely stay again Parking was great And hotel really close to train station ,POSITIVE
 A nice firm mattress and the breakfast was tasty All of the staff were very polite and helpful and just made the overall stay more friendly ,POSITIVE
 Location of the hotel strange Didn t feel all that safe waking No shops nor restaurants in walking distance we could find,NEGATIVE
 Avoid taking room 721 cuz it s very noisy ,NEGATIVE
 Good location and quiet Good Wifi in the room ,POSITIVE
 Fitted carpets dirty and dusty not good for my allergy ,NEGATIVE
 It was very quiet central for our destination and easy access late at night,NEGATIVE
 The room was immaculately clean We were also given an upgrade at check in which was great ,POSITIVE
 Good friendly service through out hotel,POSITIVE
 Was advised to switch rooms to have two single beds at the check in as we would get a window view The view was of pipes and the window wouldn t even open Was told we could push the two beds together but all night they just kept sliding apart and we were barely able to sleep The AC was very noisy and if we turned it off the room got uncomfortably warm Found dust in the room and there was no was no toothpaste or toilet brush in the bathroom People in the rooms nearby were very loud at times at night any it resulted in us having s very disrupted sleep Not the first time that I ve stayed here so I am very disappointed ,NEGATIVE
 John and weislava at the desk were very helpful rooms were a nice size TVs were nice quality location very central,POSITIVE
 Nothing,NEGATIVE
 Key kept declining to get into our room,NEGATIVE
 the bedsore absolutely fabulous pure luxury of a hotel,POSITIVE
 It doesn t state clearly on web that the gym is an added extra on cost of hotel ,NEGATIVE
 Drinks were quite pricey at bar Bathroom was not up to the standard of a 4 to 5 star hotel rather shabby Had view of car park Booked 3 double rooms which were all different sizes but all the same price ,NEGATIVE
 Excellent location service lifts and car parking facility Choice at breakfast was also excellent ,POSITIVE
 Thin walls Dirty towels Uncomfortable beds Brick like pillows,NEGATIVE
 Toilets by reception could have been cleaner ,NEGATIVE
 What we paid for we didn t get the rooms where terrible I feel you didn t deliver what we agreed with in our booking with you ,NEGATIVE
 Great location and friendly staff Efficient check in and check out ,POSITIVE
 Couldn t turn the air conditioning down so was too Hot at night also requested a water front bedroom to actually get there and have to pay 25 pound more than was told ,NEGATIVE
 The funny mirror on floor 1 was really fun it made you look like a dwarf The rooms were spacious and very clean i liked the every day cleaning because you don t find that in europe The employees were very friendly and very polite ,POSITIVE
