review,sentiment,query_id,review_text,matched_variable_id,distance,matched_variable_description
 Housekeeping walked into my room at 9am when i was asleep in bed with my partner There was also a crane operating literally out side the window of my room along with a construction site Very upsetting considering the price of yhe room ,NEGATIVE,230, Housekeeping walked into my room at 9am when i was asleep in bed with my partner There was also a crane operating literally out side the window of my room along with a construction site Very upsetting considering the price of yhe room ,room_cleanliness,0.42940971852204374,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 The bath should have had a shower screen or curtain ,NEGATIVE,231,,,,
 can t fault it ,POSITIVE,232,,,,
 Location was excellent very dated decor worst I ve ever seen in a hotel but it was clean ,POSITIVE,233,,,,
 Good hotel for the price ,POSITIVE,234,,,,
 Location and staff,POSITIVE,235,,,,
 Everything perfect but don t take the hotel taxi it is too expensive and the driver take more money for himself ,NEGATIVE,236,,,,
 Stayed due to concert at Wembley Great location Family room was perfect ,POSITIVE,237,,,,
 N A,POSITIVE,238,,,,
 Having requested particular rooms in both visits Only to be given something totally different All staff really friendly but reception didn t listen to to our request so both stays got off to a bad start Would stay again though,NEGATIVE,239, Having requested particular rooms in both visits Only to be given something totally different All staff really friendly but reception didn t listen to to our request so both stays got off to a bad start Would stay again though,staff_friendliness,0.38122751137036953,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 The staff were dismissive when I asked for any information or advice,NEGATIVE,240,,,,
 el hotel en general y la habitaci n amplia limpia y confortable,NEGATIVE,241, el hotel en general y la habitaci n amplia limpia y confortable,room_size,0.33513653706064345,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The hotel itself was beautiful inside however the staff apart from one were all very rude and unhelpful Also I rang up to enquire about parking and was hung up on twice then told the only was to book parking was online for 37 I booked online and it cost me over 50 when I mentioned this at reception the receptionist kindly told me this wasn t her problem nice Should of told her there and then that I was a hotel blogger but I like to have an unbiased stay to give a real review ,NEGATIVE,242, The hotel itself was beautiful inside however the staff apart from one were all very rude and unhelpful Also I rang up to enquire about parking and was hung up on twice then told the only was to book parking was online for 37 I booked online and it cost me over 50 when I mentioned this at reception the receptionist kindly told me this wasn t her problem nice Should of told her there and then that I was a hotel blogger but I like to have an unbiased stay to give a real review ,staff_friendliness,0.4253582317358155,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Great rooms in a great location,POSITIVE,243,,,,
 very expensive to book trough agence where did English workers go ,NEGATIVE,244,,,,
 Location,POSITIVE,245,,,,
 The check in was very quick and efficient All the staff were very friendly and helpful Quite close to tube station,POSITIVE,246,,,,
 The location Close to Paddington main line and underground stations Plenty of cafe s and restaurants in the area ,POSITIVE,247,,,,
 good food very nice staff,POSITIVE,248,,,,
 Room size,POSITIVE,249,,,,
 Nice hotel but a bit tired inside for example the main staircase carpet is showing lots of wear Breakfast is OK but limited choice particularly if you don t want a Full English ,NEGATIVE,250, Nice hotel but a bit tired inside for example the main staircase carpet is showing lots of wear Breakfast is OK but limited choice particularly if you don t want a Full English ,room_size,0.4399890502164221,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Nice comfortable room Parking free Near to the underground station 5 min walking Good breakfast Very good price,POSITIVE,251,,,,
 Felt spoilt and well looked after Comfortable happy stay Someone available all day and night Lovely staff Breakfast in bed Luxury hotel ,POSITIVE,252,,,,
 Room was small but manageable we weren t visiting to spend time in a hotel room so it wasn t much of a drawback ,NEGATIVE,253, Room was small but manageable we weren t visiting to spend time in a hotel room so it wasn t much of a drawback ,room_size,0.33584719556530124,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The bird poo on our balcony,NEGATIVE,254,,,,
 An area to sit incomfort away from the bar would have been appreciated ,NEGATIVE,255, An area to sit incomfort away from the bar would have been appreciated ,room_size,0.43496102917090573,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Wifi only in communal areas You need a code for the room and it only entitles you to 1 hour,NEGATIVE,256,,,,
 Great room with really comfortable beds 3 of us stayed in the one bedroom suite which was really spacious Two of us had the double bedroom whilst the 3rd person was on the sofa in the lounge area ,POSITIVE,257,,,,
 Pool rules unreasonable,NEGATIVE,258,,,,
 We liked everything about it ,POSITIVE,259,,,,
 Location was great Great piano player in the foyer on a Friday night,POSITIVE,260,,,,
 Concierge was awesome Room wAs nice after an upgrade fee was paid ,POSITIVE,261,,,,
 Sky lounge amazing drinks amazing views ,POSITIVE,262,,,,
 Shower a tad small to get away from the water when washing your hair but really I m being very petty here ,NEGATIVE,263,,,,
 It was very comfortable and lots of room Very clean All around pleasure to be in the room and the bathroom was awesome ,POSITIVE,264,,,,
 The staff was terrific friendly and attentive And I liked the location out of the way abit but quiet Plus we got upgraded ,POSITIVE,265,,,,
 The location was good and the hotel was very smart and clean ,POSITIVE,266,,,,
 Rooms were miles bigger than I initially thought they would be Under a 10 minute walk to Lancaster Gate tube station and only one stop to Marble Arch to winter wonderland It made getting about very easy The tube station is opposite kensingtons gardens which is a lovely place to visit for a nice walk The bed in the room was massive and they put on a glorious display for a birthday treat anniversary,POSITIVE,267,,,,
 Paid wifi,POSITIVE,268,,,,
 The hotel was very central and you could feel the history in the place The gin bar was cool ,POSITIVE,269,,,,
 the gym could be better looked after especially the lower level of the gym ,NEGATIVE,270,,,,
 Small room,POSITIVE,271,,,,
 Nice and quite area ,POSITIVE,272,,,,
 Everything perfect Hotel is far from city center but metro station is close so that is not downside at all because you can reach every part of city in few minutes Value for money is outstanding ,POSITIVE,273,,,,
 The bed was very hard and we thought we was getting a river view when we complained a staff member left us waiting for half an hour and we gave up waiting,NEGATIVE,274,,,,
 Staff were amazing second time we have been back in 1 month both times for an occasion and staff went above and beyond to make our weekend amazing ,POSITIVE,275,,,,
 Location housing service ,POSITIVE,276,,,,
 Friendly professional staff,POSITIVE,277,,,,
 Sky high prices in the skyhigh bar ,NEGATIVE,278,,,,
 Toilets in the downstairs overflow dining room could have done with a bit more of a clean It may have just been bad timing on my part,NEGATIVE,279,,,,
 If you re the kind of traveler who doesn t like to pay for high speed internet access then don t stay here Normal internet speeds are free to access but for anything more heavy duty a pretty hefty fee is involved ,NEGATIVE,280, If you re the kind of traveler who doesn t like to pay for high speed internet access then don t stay here Normal internet speeds are free to access but for anything more heavy duty a pretty hefty fee is involved ,amenity_quality,0.44756140212932327,"The quality and availability of facilities such as Wi-Fi, gym, pool, and dining options that enhance the guest experience."
 The toilet seats were scratched and was not cleaned well ,NEGATIVE,281, The toilet seats were scratched and was not cleaned well ,room_cleanliness,0.44974779350501226,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
